player_id,name_first,name_last,hand,dob,ioc,height,wikidata_id,name_full
107585,Lucio,Pontoni,R,1973-02-01,ARG,,,Lucio Pontoni
107586,Lui,Pang,R,1969-11-21,HKG,,,Lui Pang
107587,Luis,Motivar,R,,COL,,,Luis Motivar
107588,Luis,Zuleta,R,,ECU,,,Luis Zuleta
107589,Luis,Andreotti,R,1969-01-23,ARG,,,Luis Andreotti
107590,Luis,Borfiga,R,1954-10-29,MON,,,Luis Borfiga
107591,Luis,Bruguera,R,,ESP,,,Luis Bruguera
107592,Luis Carlos,Enck,R,1956-02-17,BRA,,,Luis Carlos Enck
107593,Luis,Castro Malaga,R,,ESP,,,Luis Castro Malaga
107594,Luis,Chacon,R,,COL,,,Luis Chacon
107595,Luis,Filipe Silva,R,1954-06-06,POR,,,Luis Filipe Silva
107596,Luis,Largacha,R,1970-07-26,COL,,,Luis Largacha
107597,Luis,Nascimento,R,,BRA,,,Luis Nascimento
107598,Luis,Perez,R,,MEX,,,Luis Perez
107599,Luis,Riba,R,,ESP,,,Luis Riba
107600,Luis,Ruette,R,1969-07-02,BRA,,,Luis Ruette
107601,Luis,Sanchis,R,,ESP,,,Luis Sanchis
107602,Luis,Tadeu,R,,BRA,,,Luis Tadeu
107603,Luis,Valdez,R,,ARG,,,Luis Valdez
107604,Luis,Varela,R,,ARG,,,Luis Varela
107605,Luiz,Muller,R,1961-10-21,BRA,,,Luiz Muller
107606,Lukas,Hovorka,R,,CZE,,,Lukas Hovorka
107607,Lukas,Thomas,R,1973-01-20,CZE,,,Lukas Thomas
107608,Luke,Leighton,R,1968-02-07,AUS,,,Luke Leighton
107609,Lutz,Mieschke,R,,GER,,,Lutz Mieschke
107610,Ly,Thierno,R,,SEN,,,Ly Thierno
107611,Lyuben,Petrov,R,1951-12-14,BUL,,Q12285433,Lyuben Petrov
107612,M,Arenzon,R,,BRA,,,M Arenzon
107613,M,Castigliano,R,,ITA,,,M Castigliano
107614,M,Harner,R,,USA,,,M Harner
107615,Maarten,Koopman,R,,NED,,,Maarten Koopman
107616,Maciej,Koska,R,,POL,,,Maciej Koska
107617,Magnus,Nilsson,R,1970-05-15,SWE,,,Magnus Nilsson
107618,Malcolm,Elley,R,,NZL,,,Malcolm Elley
107619,Malte,Masuth,R,,GER,,,Malte Masuth
107620,Manuel,Bonati,R,,ITA,,,Manuel Bonati
107621,Manuel,Diaz,R,1953-03-16,USA,,,Manuel Diaz
107622,Manuel,Faure,R,,SUI,,,Manuel Faure
107623,Manuel,Gasbarri,R,1972-03-07,ITA,,,Manuel Gasbarri
107624,Manuel,Moure,R,,ESP,,,Manuel Moure
107625,Manuel,Nicolae,R,,ROU,,,Manuel Nicolae
107626,Manuel,Rodriguez,R,,CHI,,,Manuel Rodriguez
107627,Manuel,Ruiz,R,,MEX,,,Manuel Ruiz
107628,Manuel,Sousa,R,1958-05-17,POR,,,Manuel Sousa
107629,Manuel,Tolentino,R,1966-03-27,PHI,,Q6751061,Manuel Tolentino
107630,Marc,Albert,R,1960-06-14,NED,,,Marc Albert
107631,Marc,Becker,R,,GER,,,Marc Becker
107632,Marc,Coseo,R,,USA,,,Marc Coseo
107633,Marc,Krippendorf,R,1964-01-26,SUI,,,Marc Krippendorf
107634,Marc,Rothchild,R,,USA,,,Marc Rothchild
107635,Marc,Urbainczyk,R,,USA,,,Marc Urbainczyk
107636,Marc,Van Eekeren,R,1967-10-12,NED,,,Marc Van Eekeren
107637,Marcel,Reuter,R,,NED,,,Marcel Reuter
107638,Marcel,Schuler,R,,SUI,,,Marcel Schuler
107639,Marcel,Van Der Merwe,R,,RSA,,,Marcel Van Der Merwe
107640,Marcello,Bassanelli,L,1965-02-14,ITA,,,Marcello Bassanelli
107641,Marcelo,Cesana,R,1975-04-01,BRA,,,Marcelo Cesana
107642,Marcelo,Cubas,R,,ARG,,,Marcelo Cubas
107643,Marcelo,Ferlin,R,,BRA,,,Marcelo Ferlin
107644,Marcelo,Giaverini,R,1964-06-24,CHI,,,Marcelo Giaverini
107645,Marcelo,Grassi,R,,ITA,,,Marcelo Grassi
107646,Marcelo,Morrelli,R,,ARG,,,Marcelo Morrelli
107647,Marcelo,Pacheco,R,,ESP,,,Marcelo Pacheco
107648,Marco,Martin,R,,ARG,,,Marco Martin
107649,Marco,Alciati,R,1961-12-15,ITA,,,Marco Alciati
107650,Marco,Azevedo,R,,BRA,,,Marco Azevedo
107651,Marco,Bellini,R,1961-07-31,ITA,,,Marco Bellini
107652,Marco,Bobzin,R,,BRA,,,Marco Bobzin
107653,Marco,Cacopardo,R,,USA,,,Marco Cacopardo
107654,Marco,Consolini,R,,ITA,,,Marco Consolini
107655,Marco,Ferrari,R,,ITA,,,Marco Ferrari
107656,Marco,Gualdi,U,1981-11-26,ITA,,,Marco Gualdi
107657,Marco,Gudino,R,1972-02-23,ECU,,,Marco Gudino
107658,Marco,Meeldijk,R,,NED,,,Marco Meeldijk
107659,Marco,Mencaglia,R,,ITA,,,Marco Mencaglia
107660,Marco,Morales,R,1963-03-03,CHI,,,Marco Morales
107661,Marco,Saliola,R,1969-11-18,BRA,,,Marco Saliola
107662,Marco,Seruca,R,1967-01-18,POR,,,Marco Seruca
107663,Marcos,Fernandes,R,1965-02-08,BRA,,,Marcos Fernandes
107664,Marcos,Garzo,R,,ESP,,,Marcos Garzo
107665,Marcos,Leite,R,,BRA,,,Marcos Leite
107666,Marcus,Ekstrand,R,,SWE,,,Marcus Ekstrand
107667,Marcus,Smith,R,,AUS,,,Marcus Smith
107668,Marek,Miskolci,R,1970-10-27,CZE,,,Marek Miskolci
107669,Marian,Laudin,R,,NED,,,Marian Laudin
107670,Mariano,Pettigrosso,U,1980-02-01,ARG,,,Mariano Pettigrosso
107671,Mariano,Vantini,R,1964-07-20,ITA,,,Mariano Vantini
107672,Mario,Calautti,R,1962-10-12,ITA,,,Mario Calautti
107673,Mario,Cleto,R,1972-03-26,BRA,,,Mario Cleto
107674,Mario,Comanescu,R,,ROU,,,Mario Comanescu
107675,Mario,Mertens,R,1972-08-09,BEL,,,Mario Mertens
107676,Mario,Naturalli,R,,ITA,,,Mario Naturalli
107677,Mario,Piuk,R,,ITA,,,Mario Piuk
107678,Marius,Masencamp,R,1966-09-06,RSA,,Q83202456,Marius Masencamp
107679,Mark,Farren,R,,USA,,,Mark Farren
107680,Mark,Bailey,R,1963-03-09,HKG,,,Mark Bailey
107681,Mark,Bertalli,R,,AUS,,,Mark Bertalli
107682,Mark,Billone,R,1967-06-27,USA,,,Mark Billone
107683,Mark,Brandenburg,R,,USA,,,Mark Brandenburg
107684,Mark,Andrews,R,,USA,,,Mark Andrews
107685,Mark,Erasmus,R,,RSA,,,Mark Erasmus
107686,Mark,Fairchilds,R,,USA,,,Mark Fairchilds
107687,Mark,Friedman,R,,USA,,,Mark Friedman
107688,Mark,Greenan,R,1966-06-30,CAN,,,Mark Greenan
107689,Mark,Gurr,R,1966-02-18,ZIM,,Q6767844,Mark Gurr
107690,Mark,Hardy,R,,USA,,,Mark Hardy
107691,Mark,Hartnett,L,,AUS,,,Mark Hartnett
107692,Mark,Heather,R,,AUS,,,Mark Heather
107693,Mark,Holland,R,,GBR,,,Mark Holland
107694,Mark,Hopkins,R,1969-08-27,AUS,,,Mark Hopkins
107695,Mark,Hosking,R,,USA,,,Mark Hosking
107696,Mark,Jeffrey,R,1967-03-29,AUS,,,Mark Jeffrey
107697,Mark,Johnson,R,1966-06-07,RSA,,,Mark Johnson
107698,Mark,Leschly,R,1968-09-15,DEN,,,Mark Leschly
107699,Mark,Lewis,R,1961-05-27,NZL,,,Mark Lewis
107700,Mark,Long,R,,NZL,,,Mark Long
107701,Mark,Mckee,R,,AUS,,,Mark Mckee
107702,Mark,Riley,R,,USA,,,Mark Riley
107703,Mark,Scribner,R,,USA,,,Mark Scribner
107704,Mark,Shires,R,,USA,,,Mark Shires
107705,Mark,Spearman,R,,USA,,,Mark Spearman
107706,Mark,Wagner,R,1961-06-20,USA,,,Mark Wagner
107707,Mark,Wilder,R,,USA,,,Mark Wilder
107708,Marko,Srdanovic,R,,CRO,,,Marko Srdanovic
107709,Markus,Hintermeier,R,1968-03-31,GER,,,Markus Hintermeier
107710,Markus,Nacke,R,1974-01-11,GER,,,Markus Nacke
107711,Markus,Nagel,R,,GER,,,Markus Nagel
107712,Markus,Neuhausen,R,1968-03-13,GER,,,Markus Neuhausen
107713,Markus,Pfannkuchen,R,1972-02-24,GER,,,Markus Pfannkuchen
107714,Martin,Dionne,R,1971-11-15,CAN,,,Martin Dionne
107715,Martin,Dyotte,R,1963-07-21,CAN,,,Martin Dyotte
107716,Martin,Errecalde,R,,ARG,,,Martin Errecalde
107717,Martin,Koek,R,,NED,,,Martin Koek
107718,Martin,Krulis,R,,SUI,,,Martin Krulis
107719,Martin,Lorenzoni,R,,ITA,,,Martin Lorenzoni
107720,Martin,Sjoqvist,R,,SWE,,,Martin Sjoqvist
107721,Martin,Valenti,R,,ESP,,,Martin Valenti
107722,Marty,Hennessey,R,,USA,,,Marty Hennessey
107723,Marzio,Miloro,R,1961-09-02,ITA,,,Marzio Miloro
107724,Masaru,Suishu,R,1956-06-16,JPN,,,Masaru Suishu
107725,Masayoshi,Takeyari,R,1963-07-30,JPN,,,Masayoshi Takeyari
107726,Massimiliano,Botta,R,1965-05-18,ITA,,,Massimiliano Botta
107727,Massimiliano,Troiani,R,1965-02-12,ITA,,,Massimiliano Troiani
107728,Massimo,Di Domenico,R,1945-12-15,ITA,,Q56706783,Massimo Di Domenico
107729,Massimo,Rivaroli,R,,ITA,,,Massimo Rivaroli
107730,Matias,Carlstein,R,,SWE,,,Matias Carlstein
107731,Matias,Marin,U,,ARG,,,Matias Marin
107732,Mats,Ljungman,R,,SWE,,,Mats Ljungman
107733,Mats,Oleen,R,,SWE,,,Mats Oleen
107734,Mats,Sandstrom,R,1965-07-22,SWE,,,Mats Sandstrom
107735,Matt,Brown,U,,GBR,,,Matt Brown
107736,Matt,Grace,R,,USA,,,Matt Grace
107737,Matt,Hewitt,R,,USA,,,Matt Hewitt
107738,Matt,Wooldridge,R,,USA,,,Matt Wooldridge
107739,Matt,Zisette,R,1969-04-25,USA,,,Matt Zisette
107740,Matthew,Akman,R,1967-02-24,CAN,,,Matthew Akman
107741,Matthew,Macmahon,R,1972-08-22,AUS,,,Matthew Macmahon
107742,Matthias,Frisk,R,,SWE,,,Matthias Frisk
107743,Matthias,Wellermann,U,,GER,,,Matthias Wellermann
107744,Matti,Timonen,R,1953-10-10,FIN,,,Matti Timonen
107745,Mattias,Mander,R,,GER,,,Mattias Mander
107746,Mattias,Rohlin,R,,SWE,,,Mattias Rohlin
107747,Mattias,Sundberg,R,,SWE,,,Mattias Sundberg
107748,Mauriceo,Yoma,R,,ARG,,,Mauriceo Yoma
107749,Mauricio,Achondo,R,,CHI,,,Mauricio Achondo
107750,Mauricio,Aquino,R,1968-03-31,BRA,,,Mauricio Aquino
107751,Mauricio,Behar,R,,COL,,,Mauricio Behar
107752,Mauricio,Daza,R,,BRA,,,Mauricio Daza
107753,Mauricio,Lederman,R,1966-09-30,COL,,,Mauricio Lederman
107754,Mauricio,Pocco,R,,COL,,,Mauricio Pocco
107755,Mauricio,Silva,R,,BRA,,,Mauricio Silva
107756,Maurizio,Bonaiti,R,,ITA,,,Maurizio Bonaiti
107757,Mauro,Elia,R,1966-12-27,ITA,,,Mauro Elia
107758,Max,Bates,R,1950-05-28,AUS,,,Max Bates
107759,Max,Pettman,R,,AUS,,,Max Pettman
107760,Max,Senior,R,,AUS,,,Max Senior
107761,Max,Wunschig,R,1950-04-04,GER,,Q24263723,Max Wunschig
107762,Maxsy,Jimenez,R,1973-06-13,VEN,,,Maxsy Jimenez
107763,Mbioka,Douat,R,,CAF,,,Mbioka Douat
107764,Mehdi,Benyebka,R,1969-09-26,ALG,,,Mehdi Benyebka
107765,Menashe,Tzur,R,1966-04-15,ISR,,,Menashe Tzur
107766,Menashe,Zur,R,,ISR,,,Menashe Zur
107767,Mert,Ertunga,R,1967-06-16,TUR,,,Mert Ertunga
107768,Michael,Burgener,R,1949-06-01,SUI,,Q22003511,Michael Burgener
107769,Michael,Feldbausch,R,1967-07-08,GER,,,Michael Feldbausch
107770,Michael,Franchi,R,,USA,,,Michael Franchi
107771,Michael,Hammett,R,,USA,,,Michael Hammett
107772,Michael,Hegarty,R,,AUS,,,Michael Hegarty
107773,Michael,Karbacher,R,,GER,,,Michael Karbacher
107774,Michael,Katz,R,,FRA,,,Michael Katz
107775,Michael,Kocher,R,,GER,,,Michael Kocher
107776,Michael,Kupferschmid,R,1967-04-25,GER,,,Michael Kupferschmid
107777,Michael,Morrison,R,,USA,170.0,,Michael Morrison
107778,Michael,Nugent,R,1967-05-19,IRL,,,Michael Nugent
107779,Michael,Penman,R,,RSA,,,Michael Penman
107780,Mike,Phillips,R,1954-04-15,AUS,,,Mike Phillips
107781,Michael,Pumpr,R,,CZE,,,Michael Pumpr
107782,Michael,Rice,R,,RSA,,,Michael Rice
107783,Michael,Roberts,R,1970-09-29,USA,,,Michael Roberts
107784,Michael,Sistek,R,,CZE,,,Michael Sistek
107785,Michael,Staniak,U,1982-02-11,AUS,,,Michael Staniak
107786,Michael,Stump,R,1972-05-04,GER,,,Michael Stump
107787,Michael,Zoricich,R,1972-03-07,NZL,,,Michael Zoricich
107788,Michal,Ach,R,,NED,,,Michal Ach
107789,Michal,Domanski,R,,POL,,,Michal Domanski
107790,Michal,Jordan,R,,POL,,,Michal Jordan
107791,Michal,Lewandowski,L,,POL,,,Michal Lewandowski
107792,Michal,Vesely,R,,CZE,,,Michal Vesely
107793,Michel,Galey,R,,FRA,,,Michel Galey
107794,Michel,Lunesu,R,,FRA,,,Michel Lunesu
107795,Michiel,Zegveld,R,,NED,,,Michiel Zegveld
107796,Miecyslav,Rybarczyk,R,,POL,,,Miecyslav Rybarczyk
107797,Miguel,Kelbert,R,1970-08-06,BRA,,,Miguel Kelbert
107798,Miguel,Merz,R,1967-06-09,ESA,,Q83784486,Miguel Merz
107799,Miguel,Olvera,R,1938-11-14,ECU,,Q924716,Miguel Olvera
107800,Miguel,Puig,R,,ESP,,,Miguel Puig
107801,Miguel,Jimenez,R,,CHI,,,Miguel Jimenez
107802,Miguel,Varella,R,,MEX,,,Miguel Varella
107803,Miguel,Soares,R,1957-07-29,POR,,,Miguel Soares
107804,Mihai,Vanta,R,1966-01-25,ROU,,,Mihai Vanta
107805,Mika,Niemi,R,1966-06-02,FIN,,,Mika Niemi
107806,Mike,Chwalek,R,,USA,,,Mike Chwalek
107807,Mike,Fedderly,R,1959-07-31,USA,,,Mike Fedderly
107808,Mike,Freer,R,,RSA,,,Mike Freer
107809,Mike,Harrington,R,,USA,,,Mike Harrington
107810,Mike,Kreiss,R,,USA,,,Mike Kreiss
107811,Mike,Lynch,R,,AUS,,,Mike Lynch
107812,Mike,Nissley,R,,USA,,,Mike Nissley
107813,Mike,Oosterveen,R,1968-12-21,NED,,,Mike Oosterveen
107814,Mike,Sassano,R,,USA,,,Mike Sassano
107815,Mike,Styles,R,1951-09-27,RSA,,,Mike Styles
107816,Mike,Van Den Berg,R,,NED,,,Mike Van Den Berg
107817,Milan,Turkovic,R,1978-04-04,SVK,,,Milan Turkovic
107818,Miles,Walker,R,1961-07-24,USA,,,Miles Walker
107819,Minoru,Ueda,R,1957-06-22,JPN,,,Minoru Ueda
107820,Mitch,Nichols,R,,USA,,,Mitch Nichols
107821,Mitch,Perkins,R,,CAN,,,Mitch Perkins
107822,Mitchell,Bridge,R,1963-12-24,USA,,,Mitchell Bridge
107823,Mitsuru,Motoi,R,1941-08-29,JPN,,,Mitsuru Motoi
107824,Mohamed,Dlimi,R,1959-10-23,MAR,,,Mohamed Dlimi
107825,Mohammad Hossein,Akbari,R,,IRI,,,Mohammad Hossein Akbari
107826,Mohammed,Khalid,R,1966-09-06,PAK,,,Mohammed Khalid
107827,Moncef,Zehar,R,1968-02-18,ALG,,,Moncef Zehar
107828,Morees,Dubruyn,R,,RSA,,,Morees Dubruyn
107829,Morten,Ronneberg,R,1964-09-09,NOR,,Q63986082,Morten Ronneberg
107830,Munawar,Iqbal,R,1948-02-27,PAK,,Q6935619,Munawar Iqbal
107831,Murray,Garrott,R,,USA,,,Murray Garrott
107832,Murri,Ajibade,R,,NGR,,,Murri Ajibade
107833,Mushaf,Zia,R,1965-01-23,PAK,,,Mushaf Zia
107834,Muyiwa,Akinniyi,R,,NGR,,,Muyiwa Akinniyi
107835,N,Raghuveer,R,,IND,,,N Raghuveer
107836,Na,Klay,R,,USA,,,Na Klay
107837,Na,Sulistyono,R,1964-11-27,INA,,Q100988130,Na Sulistyono
107838,Nael,Zaki,R,1955-06-01,EGY,,,Nael Zaki
107839,Nanad,Ilekovlc,R,,YUG,,,Nanad Ilekovlc
107840,Nandan,Bal,R,1959-09-01,IND,,Q99254347,Nandan Bal
107841,Naomi,Uemura,R,,JPN,,,Naomi Uemura
107842,Narc,Rodrigues,R,1969-06-29,BRA,,,Narc Rodrigues
107843,Narender,Nath,R,,IND,,,Narender Nath
107844,Neal,Stapp,R,,USA,,,Neal Stapp
107845,Necvet,Demir,R,1961-11-02,TUR,,,Necvet Demir
107846,Ned,Eames,R,,USA,,,Ned Eames
107847,Neil,Prickett,R,1969-12-01,AUS,,,Neil Prickett
107848,Nelson,Banes,R,,USA,,,Nelson Banes
107849,Neville,Olivier,R,,RSA,,,Neville Olivier
107850,Nial,Brash,R,1957-03-25,USA,,,Nial Brash
107851,Nicholas,Sido,R,,FRA,,,Nicholas Sido
107852,Nick,Badenhorst,R,,RSA,,,Nick Badenhorst
107853,Nick,Barone,R,,USA,,,Nick Barone
107854,Nick,Jones,R,,GBR,,,Nick Jones
107855,Nick,Mohtadi,R,,CAN,,,Nick Mohtadi
107856,Nick,Papac,L,1991-10-08,USA,,,Nick Papac
107857,Nickolas,Galatianos,R,,GRE,,,Nickolas Galatianos
107858,Nicky,Crawley,U,,GBR,,,Nicky Crawley
107859,Nicola,Canessa,R,,ITA,,,Nicola Canessa
107860,Nicolas,Copin,R,,FRA,,,Nicolas Copin
107861,Nicolas,Romero,R,1969-12-05,ESP,,,Nicolas Romero
107862,Nigel,Orourke,R,1958-10-07,CAN,,,Nigel Orourke
107863,Niki,Patzak,R,1973-05-28,AUT,,,Niki Patzak
107864,Nobuya,Tamura,R,1951-11-06,JPN,,,Nobuya Tamura
107865,Noel,Callaghan,R,,AUS,,,Noel Callaghan
107866,Noel,Freitas,R,1956-12-22,BRA,,,Noel Freitas
107867,Noel,Jensen,R,1956-02-02,AUS,,,Noel Jensen
107868,Norbert,Odour,R,1964-04-30,KEN,,,Norbert Odour
107869,Norberto,Mantinan,R,1969-04-24,MEX,,,Norberto Mantinan
107870,Nortay,Dowuona,R,1967-04-29,NGR,,,Nortay Dowuona
107871,Nunil,Velasco,R,,COL,,,Nunil Velasco
107872,Nunna,Bhanumurthy,R,,IND,,,Nunna Bhanumurthy
107873,Nuno,Mota,R,1968-06-09,POR,,,Nuno Mota
107874,Nuno,Veiga,R,1971-03-02,POR,,,Nuno Veiga
107875,Octavio,Martinez,R,,MEX,,,Octavio Martinez
107876,Odair,Santos,R,1974-07-15,BRA,,,Odair Santos
107877,Oded,Yaacov,R,,ISR,,,Oded Yaacov
107878,Ogi,Mitra,R,,USA,,,Ogi Mitra
107879,Okkie,Kellerman,R,,RSA,,,Okkie Kellerman
107880,Ola,Hellgren,R,1959-05-01,SWE,,,Ola Hellgren
107881,Olas,Stenberg,R,,SWE,,,Olas Stenberg
107882,Olayiwola,Ogundrinde,R,,NGR,,,Olayiwola Ogundrinde
107883,Oleg,Dmitriev,U,1983-09-13,RUS,,,Oleg Dmitriev
107884,Oliver,Ploner,R,1966-11-13,AUT,,,Oliver Ploner
107885,Oliver,Trott,R,,GER,,,Oliver Trott
107886,Oliver,Vogt,R,1971-06-07,GER,,,Oliver Vogt
107887,Olivier,Amerlinck,R,,BEL,,,Olivier Amerlinck
107888,Olivier,Cayla,R,1966-07-19,FRA,,,Olivier Cayla
107889,Olivier,Launo,R,,FRA,,,Olivier Launo
107890,Olivier,Niox Chateau,R,,FRA,,,Olivier Niox Chateau
107891,Olivier,Vandewiele,R,1981-02-18,FRA,,,Olivier Vandewiele
107892,Olle,Palmer,R,1955-10-04,SWE,,,Olle Palmer
107893,Omar,Laimina,R,1952-01-01,MAR,,Q17300514,Omar Laimina
107894,Omar,Urbinati,R,1963-06-21,ITA,,,Omar Urbinati
107895,Orlando,Agudelo,R,,COL,,,Orlando Agudelo
107896,Orlando,Amen,R,,NGR,,,Orlando Amen
107897,Orlando,Lourenco,R,1964-09-15,ZIM,,Q7103120,Orlando Lourenco
107898,Osamu,Ishiguro,R,1936-08-12,JPN,,Q7105683,Osamu Ishiguro
107899,Oscar,Boix,R,,ESP,,,Oscar Boix
107900,Oscar,Zarzosa,R,1981-07-04,MEX,,,Oscar Zarzosa
107901,Oskar,Gernac,R,,YUG,,,Oskar Gernac
107902,Ossil,Macavinta,R,,PHI,,,Ossil Macavinta
107903,Osuma,Nakamura,R,,JPN,,,Osuma Nakamura
107904,Oswaldo,Cruz,R,,BRA,,,Oswaldo Cruz
107905,Otto,Oberparleiter,R,,AUT,,,Otto Oberparleiter
107906,Otto,Pueski,R,,HUN,,,Otto Pueski
107907,Otto,Pueski,R,,HUN,,,Otto Pueski
107908,P,Bloxham,R,,GBR,,,P Bloxham
107909,P,Clark,R,,AUS,,,P Clark
107910,P,Fioroni,R,,ITA,,,P Fioroni
107911,Peter,Gerads,R,,NED,,,Peter Gerads
107912,P,Meyers,R,,AUS,,,P Meyers
107913,P,Mitchell,R,,USA,,,P Mitchell
107914,P,Quilichini,R,,FRA,,,P Quilichini
107915,Pablo,Francisco,R,,ESP,,,Pablo Francisco
107916,Pablo,Goldstein,R,,ARG,,,Pablo Goldstein
107917,Pancho,Musalem,R,,CHI,,,Pancho Musalem
107918,Panomkorn,Pladchunil,R,1962-06-16,THA,,,Panomkorn Pladchunil
107919,Paolo,Ferraz,R,,POR,,,Paolo Ferraz
107920,Paolo,Frasson,R,,ITA,,,Paolo Frasson
107921,Paolo,Rossi,R,,ITA,,,Paolo Rossi
107922,Paremeswanath,Srinath,R,,IND,,,Paremeswanath Srinath
107923,Pascal,Lasserre,R,,FRA,,,Pascal Lasserre
107924,Paschoal,Penetta,R,,BRA,,,Paschoal Penetta
107925,Pasi,Kinnunen,R,,FIN,,,Pasi Kinnunen
107926,Pasi,Montonen,R,,FIN,,,Pasi Montonen
107927,Pat,Emmett,R,,USA,,,Pat Emmett
107928,Pat,Serret,R,,AUS,,,Pat Serret
107929,Patrice,Baker,R,1971-06-08,HAI,,,Patrice Baker
107930,Patricio,Delgado,R,,CHI,,,Patricio Delgado
107931,Patricio,Quijano,R,1972-11-11,MEX,,,Patricio Quijano
107932,Patrick,Baumeler,R,,PER,,,Patrick Baumeler
107933,Patrick,Hughesman,R,,GBR,,,Patrick Hughesman
107934,Patrick,Hultgren,R,,SWE,,,Patrick Hultgren
107935,Patrick,Kirkbride,R,,USA,,,Patrick Kirkbride
107936,Patrick,Tibbs,R,,UGA,,,Patrick Tibbs
107937,Paul,Robinson R263,R,,GBR,,,Paul Robinson R263
107938,Paul,Areh,R,,NGR,,,Paul Areh
107939,Paul,Batten,R,,USA,,,Paul Batten
107940,Paul,Chaput,R,,FRA,,,Paul Chaput
107941,Paul,Ciorascu,U,,SWE,,,Paul Ciorascu
107942,Paul,Fineman,R,,USA,,,Paul Fineman
107943,Paul,Gastonguay,R,,USA,,,Paul Gastonguay
107944,Paul,Groth,R,,USA,,,Paul Groth
107945,Paul,Hoysted,R,,AUS,,,Paul Hoysted
107946,Paul,Lockwood,R,,USA,,,Paul Lockwood
107947,Paul,Mammassis,R,,GRE,,,Paul Mammassis
107948,Paul,Mancini,R,,USA,,,Paul Mancini
107949,Paul,Martins,R,,BRA,,,Paul Martins
107950,Paul,Mick,R,1966-10-31,AUS,,,Paul Mick
107951,Paul,Scholtz,R,,USA,,,Paul Scholtz
107952,Paul,Sindhunatha,R,,INA,,,Paul Sindhunatha
107953,Paul,Smith,R,,NZL,,,Paul Smith
107954,Paul,Van Min,R,1951-09-17,NED,,Q26219889,Paul Van Min
107955,Paulo,Machado,R,1970-05-09,POR,,,Paulo Machado
107956,Paulo,Rocha,R,,BRA,,,Paulo Rocha
107957,Pavel,Gazda,R,1973-01-03,CZE,,,Pavel Gazda
107958,Pavel,Krta,R,,RUS,,,Pavel Krta
107959,Pavel,Moravec,R,,CZE,,,Pavel Moravec
107960,Pedro,Cordeiro,R,1963-02-14,POR,,Q1542582,Pedro Cordeiro
107961,Pedro,Mari,R,,ESP,,,Pedro Mari
107962,Pedro,Lopez,R,,COL,,,Pedro Lopez
107963,Pedro,Zannoni,R,1975-12-23,BRA,,,Pedro Zannoni
107964,Peeter,Oroszpataki,R,,HUN,,,Peeter Oroszpataki
107965,Pekka,Saila,R,1941-12-20,FIN,,Q13559,Pekka Saila
107966,Pelle,Sjoeden,R,,SWE,,,Pelle Sjoeden
107967,Per,Engerwall,R,,SWE,,,Per Engerwall
107968,Per,Hegna,R,1945-07-22,NOR,,Q64026928,Per Hegna
107969,Per,Jemsby,R,,SWE,,,Per Jemsby
107970,Per,Larsson,R,,SWE,,,Per Larsson
107971,Per Ola,Lindquist,R,,SWE,,,Per Ola Lindquist
107972,Pertti,Vainikainen,R,,FIN,,,Pertti Vainikainen
107973,Peter,Ayers,R,,USA,,,Peter Ayers
107974,Peter,Barton,R,,AUS,,,Peter Barton
107975,Peter,Blees,R,,GER,,,Peter Blees
107976,Peter,Braun,R,,AUS,,,Peter Braun
107977,Peter,Chiche,R,,FRA,,,Peter Chiche
107978,Peter,Dellavedova,R,,AUS,,,Peter Dellavedova
107979,Peter,Flintsoe,R,1968-03-29,DEN,,,Peter Flintsoe
107980,Peter,Geppel,R,,AUS,,,Peter Geppel
107981,Peter,Hampton,R,1957-05-06,NZL,,,Peter Hampton
107982,Peter,Hawking,R,,AUS,,,Peter Hawking
107983,Peter,Jetzel,R,,SWE,,,Peter Jetzel
107984,Peter,Kerekes,R,1970-01-28,HUN,,,Peter Kerekes
107985,Peter,Langsford,R,1954-06-02,AUS,,,Peter Langsford
107986,Peter,Lebedevs,R,,AUS,,,Peter Lebedevs
107987,Peter,Lloyd,R,,AUS,,,Peter Lloyd
107988,Peter,Lorndale,R,,USA,,,Peter Lorndale
107989,Peter,Moshamer,R,,AUT,,,Peter Moshamer
107990,Peter,Olsson,R,,SWE,,,Peter Olsson
107991,Peter,Orwa,R,1963-12-14,NGR,,,Peter Orwa
107992,Peter,Peham,R,,AUT,,,Peter Peham
107993,Peter,Pokorny,R,1940-07-25,AUT,,Q1253912,Peter Pokorny
107994,Peter,Pristach,R,,CAN,,,Peter Pristach
107995,Peter,Tragauer,R,,AUT,,,Peter Tragauer
107996,Peter,Vehar,R,,GER,,,Peter Vehar
107997,Phil,Davies,R,,AUS,,,Phil Davies
107998,Phil,Gunning,R,,NZL,,,Phil Gunning
107999,Phil,Kadesch,R,1955-01-01,USA,,,Phil Kadesch
108000,Philip,Dinkel,R,,GER,,,Philip Dinkel
108001,Philippe,Haliot,R,,FRA,,,Philippe Haliot
108002,Philippe,Lacombrade,R,,FRA,,,Philippe Lacombrade
108003,Philippe,Pinet,R,1961-03-07,URU,,,Philippe Pinet
108004,Philippe,Reboul,R,,FRA,,,Philippe Reboul
108005,Phillip,Ilako,R,,KEN,,,Phillip Ilako
108006,Phillip,Kjaer,R,,DEN,,,Phillip Kjaer
108007,Phillip,Tuckniss,R,1962-05-05,ZIM,,Q7184487,Phillip Tuckniss
